0.1641,0.98396,1.2323,0.17571,1.0269,1.6298,0.14647,0.97758,0.85989,0.12313,23.729,20.405,0.12785,21.729,26.369,0.11733,23.95,21.797,1
0.19434,2.4928,2.6283,0.23096,3.3068,5.2316,0.19121,2.0256,1.8148,0.15246,65.298,44.983,0.14323,34.559,74.52,0.13784,39.515,42.972,1
0.18503,2.613,2.1741,0.22737,3.4082,4.2091,0.18549,1.9364,1.7059,0.15782,51.364,47.004,0.13958,28.764,68.346,0.13799,38.179,43.539,1
0.17277,2.7523,2.1496,0.24153,2.5407,5.0225,0.18219,1.7371,1.8941,0.15045,57.218,46.823,0.13733,28.696,70.692,0.1302,42.104,38.377,1
0.18739,2.8488,2.3443,0.22424,2.9265,5.2563,0.16823,1.9778,1.7553,0.14983,59.046,55.091,0.14478,35.103,74.477,0.12261,40.931,42.981,1
0.1641,0.98396,1.2323,0.17571,1.0269,1.6298,0.14647,0.97758,0.85989,0.12313,23.729,20.405,0.12785,21.729,26.369,0.11733,23.95,21.797,2
0.19434,2.4928,2.6283,0.23096,3.3068,5.2316,0.19121,2.0256,1.8148,0.15246,65.298,44.983,0.14323,34.559,74.52,0.13784,39.515,42.972,2
0.18503,2.613,2.1741,0.22737,3.4082,4.2091,0.18549,1.9364,1.7059,0.15782,51.364,47.004,0.13958,28.764,68.346,0.13799,38.179,43.539,2
0.17277,2.7523,2.1496,0.24153,2.5407,5.0225,0.18219,1.7371,1.8941,0.15045,57.218,46.823,0.13733,28.696,70.692,0.1302,42.104,38.377,2
0.18739,2.8488,2.3443,0.22424,2.9265,5.2563,0.16823,1.9778,1.7553,0.14983,59.046,55.091,0.14478,35.103,74.477,0.12261,40.931,42.981,2
0.1641,0.98396,1.2323,0.17571,1.0269,1.6298,0.14647,0.97758,0.85989,0.12313,23.729,20.405,0.12785,21.729,26.369,0.11733,23.95,21.797,3
0.19434,2.4928,2.6283,0.23096,3.3068,5.2316,0.19121,2.0256,1.8148,0.15246,65.298,44.983,0.14323,34.559,74.52,0.13784,39.515,42.972,3
0.1641,0.98396,1.2323,0.17571,1.0269,1.6298,0.14647,0.97758,0.85989,0.12313,23.729,20.405,0.12785,21.729,26.369,0.11733,23.95,21.797,4
0.19434,2.4928,2.6283,0.23096,3.3068,5.2316,0.19121,2.0256,1.8148,0.15246,65.298,44.983,0.14323,34.559,74.52,0.13784,39.515,42.972,4
0.18503,2.613,2.1741,0.22737,3.4082,4.2091,0.18549,1.9364,1.7059,0.15782,51.364,47.004,0.13958,28.764,68.346,0.13799,38.179,43.539,4
0.17277,2.7523,2.1496,0.24153,2.5407,5.0225,0.18219,1.7371,1.8941,0.15045,57.218,46.823,0.13733,28.696,70.692,0.1302,42.104,38.377,4
0.18739,2.8488,2.3443,0.22424,2.9265,5.2563,0.16823,1.9778,1.7553,0.14983,59.046,55.091,0.14478,35.103,74.477,0.12261,40.931,42.981,4
0.36657,1.5814,1.5081,0.41667,1.9919,2.3148,0.33354,1.2811,1.29,0.25422,30.286,25.396,0.2663,31.683,39.952,0.24856,31.348,33.293,4
0.16335,1.177,1.1235,0.15635,0.98307,1.0365,0.15068,1.2374,1.016,0.11803,22.552,20.523,0.11187,22.435,18.393,0.11687,29.011,26.515,4
0.19765,1.2598,2.2339,0.18182,2.1327,1.3962,0.16717,1.5722,0.99532,0.13684,39.679,24.681,0.13262,27.181,39.789,0.12818,29.853,37.219,4
0.1641,0.98396,1.2323,0.17571,1.0269,1.6298,0.14647,0.97758,0.85989,0.12313,23.729,20.405,0.12785,21.729,26.369,0.11733,23.95,21.797,5
0.19434,2.4928,2.6283,0.23096,3.3068,5.2316,0.19121,2.0256,1.8148,0.15246,65.298,44.983,0.14323,34.559,74.52,0.13784,39.515,42.972,5
0.1641,0.98396,1.2323,0.17571,1.0269,1.6298,0.14647,0.97758,0.85989,0.12313,23.729,20.405,0.12785,21.729,26.369,0.11733,23.95,21.797,6
0.19434,2.4928,2.6283,0.23096,3.3068,5.2316,0.19121,2.0256,1.8148,0.15246,65.298,44.983,0.14323,34.559,74.52,0.13784,39.515,42.972,6
0.18503,2.613,2.1741,0.22737,3.4082,4.2091,0.18549,1.9364,1.7059,0.15782,51.364,47.004,0.13958,28.764,68.346,0.13799,38.179,43.539,6
